N;alpha;beta;eps;expon_alpha;consensus_x;consensus_y;consensus_probabity;simulation_time;type;simulation_count
50.0;4.5;4.5;0.8;4.5;199.86035478537167;83.51688205728912;400.0;1131.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.8;5.0;199.96487823001613;76.1212745681335;400.0;1063.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.85;0.5;198.79457064945444;182.86179701148438;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.85;1.0;200.64894863151784;165.59714877008477;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.85;1.5;199.5678846608297;149.5609639779882;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.85;2.0;201.23637038669656;135.88099985221157;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.85;2.5;199.68777421493624;121.76279919956244;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.85;3.0;199.5154246266562;110.58683154772496;400.0;1190.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.85;3.5;199.83018947361214;100.81693505556872;400.0;1149.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.85;4.0;198.78537835217602;92.8648500288962;400.0;1124.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.85;4.5;200.03306975436692;83.75180674327807;400.0;1081.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.85;5.0;200.76954119895635;77.89701183035255;400.0;1032.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.9;0.5;201.5454019093207;182.2358588393676;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.9;1.0;200.53500198259394;164.75017289146246;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.9;1.5;201.6762113377616;150.24061218778488;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.9;2.0;199.56839358714134;135.29247760465748;400.0;1197.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.9;2.5;200.47128522021652;124.21564121163573;400.0;1186.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.9;3.0;200.35202992817392;111.69433662143007;400.0;1178.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.9;3.5;199.3354113897978;101.60589814320713;400.0;1123.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.9;4.0;200.64649839129586;91.34423818821747;400.0;1050.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.9;4.5;200.35533716001802;83.88132017256699;400.0;1011.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.9;5.0;200.1842484413121;76.40405356551561;400.0;949.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;0.95;0.5;200.01070283462514;183.50088396770488;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;0.95;1.0;197.7335075254675;166.607369288862;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;0.95;1.5;199.78813639376102;151.42670696262047;400.0;1198.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;0.95;2.0;199.73891406632544;137.1678896270105;400.0;1193.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;0.95;2.5;199.76095772160096;124.09787829229577;400.0;1168.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;0.95;3.0;200.59986162499501;113.4773181204649;400.0;1127.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;0.95;3.5;200.1491986547446;101.76556387403312;400.0;1070.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;0.95;4.0;199.39744156326654;91.32320868749125;400.0;971.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;0.95;4.5;200.09091573667354;84.27026258544939;400.0;934.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;0.95;5.0;200.32436580583706;77.19470934312858;400.0;894.0;BOTH_BETA_EXPON;400.0
50.0;0.5;0.5;1.0;0.5;200.94080217001087;183.64012597010728;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.0;1.0;1.0;1.0;200.5714844640178;166.68677653798713;400.0;1200.0;BOTH_BETA_EXPON;400.0
50.0;1.5;1.5;1.0;1.5;199.31069738146044;151.32582092517475;400.0;1193.0;BOTH_BETA_EXPON;400.0
50.0;2.0;2.0;1.0;2.0;200.980569757872;137.51268534044652;400.0;1159.0;BOTH_BETA_EXPON;400.0
50.0;2.5;2.5;1.0;2.5;199.32755917987762;123.55485559890057;400.0;1111.0;BOTH_BETA_EXPON;400.0
50.0;3.0;3.0;1.0;3.0;200.4785798284559;112.55859162678885;400.0;1029.0;BOTH_BETA_EXPON;400.0
50.0;3.5;3.5;1.0;3.5;199.32391434464913;101.44173657433902;400.0;964.0;BOTH_BETA_EXPON;400.0
50.0;4.0;4.0;1.0;4.0;199.8326632433002;92.46300765628526;400.0;923.0;BOTH_BETA_EXPON;400.0
50.0;4.5;4.5;1.0;4.5;199.82119604539352;84.05558938473932;400.0;878.0;BOTH_BETA_EXPON;400.0
50.0;5.0;5.0;1.0;5.0;200.2177115545737;76.58662507057275;400.0;869.0;BOTH_BETA_EXPON;400.0
