N;confidence;eps1;eps2;consensus_x;consensus_y;consensus_probabity;simulation_time;cluster_data;simulation_count
50.0;ellipse;0.9;0.35;445.96266889952284;446.9880668669026;892.0;4468.0;;900.0
50.0;ellipse;0.9;0.4;450.61771858843804;449.50348434809047;900.0;3766.0;;900.0
50.0;ellipse;0.9;0.45;450.41100790637876;448.9174103758993;900.0;3601.0;;900.0
50.0;ellipse;0.9;0.5;450.95910438448203;448.9720847848086;900.0;3443.0;;900.0
50.0;ellipse;0.9;0.55;449.744244942116;451.3352757606255;900.0;2929.0;;900.0
50.0;ellipse;0.9;0.6;448.7199367177217;449.87933753290855;900.0;2711.0;;900.0
50.0;ellipse;0.9;0.65;449.7347822723079;447.5663489826012;900.0;2701.0;;900.0
50.0;ellipse;0.9;0.7;447.9786953790256;450.4155173341988;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.75;450.19836665152;449.5084192067527;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.8;447.9946640182691;449.494476241632;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.85;451.47178676038556;450.444765321162;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.9;451.99974992515047;451.27332243442436;900.0;2700.0;;900.0
50.0;ellipse;0.9;0.95;449.7646967540631;447.6946819346286;900.0;2700.0;;900.0
50.0;ellipse;0.9;1.0;449.48192468022177;451.72537267334684;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;0.95;0.2;31.270371491806255;32.114434480076724;63.0;650.0;;900.0
50.0;ellipse;0.95;0.25;177.98201027306814;179.03023506974185;358.0;2824.0;;900.0
50.0;ellipse;0.95;0.3;390.19384838842575;390.3061010991223;781.0;5038.0;;900.0
50.0;ellipse;0.95;0.35;447.2155268664605;446.4771541887495;895.0;4450.0;;900.0
50.0;ellipse;0.95;0.4;450.6787699091797;452.1675728776904;900.0;3747.0;;900.0
50.0;ellipse;0.95;0.45;449.7488856995754;451.8169384379662;900.0;3598.0;;900.0
50.0;ellipse;0.95;0.5;450.9248931431917;451.180187471972;900.0;3419.0;;900.0
50.0;ellipse;0.95;0.55;452.06953367820677;450.4591260968296;900.0;2865.0;;900.0
50.0;ellipse;0.95;0.6;448.9398933050399;448.13644418110374;900.0;2712.0;;900.0
50.0;ellipse;0.95;0.65;448.15471700000944;449.11293885714673;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.7;452.867928035558;449.4271797200442;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.75;450.59619785643673;449.82690388034297;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.8;450.0397776611376;448.7246994498481;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.85;450.7053591645236;451.34533507086553;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.9;451.74951063190923;449.7172538787437;900.0;2700.0;;900.0
50.0;ellipse;0.95;0.95;448.908832653756;450.96556786084477;900.0;2700.0;;900.0
50.0;ellipse;0.95;1.0;451.74285703714935;450.75044190088596;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.15;0.0;0.0;0.0;0.0;;900.0
50.0;ellipse;1.0;0.2;27.62106676283425;27.85016992234082;55.0;574.0;;900.0
50.0;ellipse;1.0;0.25;190.54884926163984;191.25797682267114;383.0;3138.0;;900.0
50.0;ellipse;1.0;0.3;396.77167255098567;393.918944018314;789.0;5118.0;;900.0
50.0;ellipse;1.0;0.35;445.80668191197196;444.82403733213994;890.0;4417.0;;900.0
50.0;ellipse;1.0;0.4;449.9472148499517;450.7270738508876;900.0;3742.0;;900.0
50.0;ellipse;1.0;0.45;450.36391870688107;446.86535650617685;900.0;3599.0;;900.0
50.0;ellipse;1.0;0.5;451.78519085196314;451.07770275218587;900.0;3394.0;;900.0
50.0;ellipse;1.0;0.55;452.4448523257389;449.6308778931708;900.0;2825.0;;900.0
50.0;ellipse;1.0;0.6;448.3390030898955;450.59795052024447;900.0;2705.0;;900.0
50.0;ellipse;1.0;0.65;450.4054049816858;450.57690642952946;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.7;452.1456686636104;447.7868891992965;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.75;448.3558891065255;449.56554318229337;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.8;449.34816182510605;450.0007754624718;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.85;449.9860684341358;450.8990451429852;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.9;449.9524494476742;450.14557557642274;900.0;2700.0;;900.0
50.0;ellipse;1.0;0.95;451.19716270111934;448.8744036425389;900.0;2700.0;;900.0
50.0;ellipse;1.0;1.0;447.83612920032965;449.74725456292316;900.0;2700.0;;900.0
